id,product_name,vm_number,active_substances,target_species,distribution_category,pharmaceutical_form,therapeutic_group,antibiotic_active_ingredient_unit,antibiotic_active_ingredient_mg_unit,antibiotic_class,antibiotic_route_of_administration,hp_cia
1060,"Labiprofen 150 mg/ml Solution for Injection for Cattle, Pigs and Horses",32112/3002,Ketoprofen,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
940,Emdocam 5 mg/ml Solution for Injection for Cattle and Pigs,34534/5003,Meloxicam,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
23,Toxovax,01708/4331,Toxoplasma gondii,,POM-V,Concentrate for solution for injection,Live Parasitic Vaccine,,,,,
138,Ovivac P Plus,01708/4388,"Clostridium chauvoei, Clostridium perfringens, Clostridium septicum, Clostridium tetani, Mannheimia haemolytica, Pasteurella trehalosi",,POM-VPS,Solution for injection,Inactivated Bacterial Vaccine,,,,,
848,Bovilis Blue-8 Suspension for Injection for Cattle and Sheep,01708/5012,Bluetongue virus,,POM-V,Suspension for injection,Inactivated Viral Vaccine,,,,,
272,Virbamec Pour-on Solution for Cattle 5 mg/ml,05653/4206,Ivermectin,,POM-VPS,Pour-on solution,Endectocide,,,,,
516,"Ketink 100 mg/ml Solution for Injection for Cattle, Horses and Pigs",36547/4001,Ketoprofen,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
863,Kriptazen 0.5 mg/ml Oral Solution for Calves,05653/5012,Halofuginone,,POM-V,Oral solution,Antiprotozoal,ml,0.5,Non-ionophore coccidiostats,Oral Solution,
1022,Golden Hoof Plus 99.8% w/w Powder for Cutaneous Solution,06077/4001,Zinc Sulphate Hexahydrate,,AVM-GSL,Powder for cutaneous solution,Antiseptic,,,,,
123,Engemycin LA 200 mg/ml Solution for Injection,01708/4338,Oxytetracycline,,POM-V,Solution for injection,Antimicrobial,ml,200,Tetracyclines,Injection,
122,"Amoxypen Injection 150 mg/ml, Suspension for Injection",01708/4339,Amoxicillin,,POM-V,Suspension for injection,Antimicrobial,ml,150,Penicillins,Injection,
44,Dolethal 200 mg/ml Solution for Injection,08007/4034,Pentobarbital Sodium,,POM-V,Solution for injection,Neurological Agent euthanasia agent,,,,,
496,"VETERELIN 0.004 mg/ml Solution for Injection for Cattle, Horses, Pigs, and Rabbits",20634/4005,Buserelin,,POM-V,Solution for injection,Hormone sex,,,,,
668,Rumenil 34 mg/ml Oral Suspension for Cattle,08749/4077,Oxyclozanide,,POM-VPS,Oral suspension,Anthelmintic flukicide,,,,,
366,Bovidip 2% w/v Concentrate for Teat Dip or Spray Solution for Cows,17140/4008,Available Iodine,,AVM-GSL,Teat dip/spray solution,Antiseptic,,,,,
468,Detonervin 10 mg/ml Solution for Injection for Horses and Cattle,19994/4015,Detomidine Hydrochloride,,POM-V,Solution for injection,Neurological Agent sedative,,,,,
285,"EstroPlan Injection, (250 ug/ml)",18731/4000,Cloprostenol,,POM-V,Solution for injection,Prostaglandin,,,,,
494,"Euthasol Vet. 400 mg/ml, Solution for Injection ",19994/4016,Pentobarbital Sodium,,POM-V,Solution for injection,Neurological Agent euthanasia agent,,,,,
508,"Nerfasin 20 mg/ml, Solution for Injection for Cattle, Horses, Dogs and Cats",19994/4017,Xylazine,,POM-V,Solution for injection,Neurological Agent sedative,,,,,
827,"Meloxidolor 20 mg/ml solution for injection for cattle, pigs and horses",19994/5004,Meloxicam,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
826,"Meloxidolor 5 mg/ml solution for injection for dogs, cats, cattle and pigs",19994/5006,Meloxicam,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
880,Meloxidolor 40 mg/ml solution for injection for cattle and horses,19994/5005,Meloxicam,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
509,"Nerfasin 100 mg/ml, Solution for Injection for Cattle and Horses",19994/4018,Xylazine,,POM-V,Solution for injection,Neurological Agent sedative,,,,,
324,Pluset Powder and Solvent for Solution for Injection,20634/4000,"Follicle Stimulating Hormone (porcine), Luteinising Hormone (Porcine)",,POM-V,Powder and solvent for solution for injection,Hormone sex,,,,,
460,Readycef 50 mg/ml Suspension for Injection for Swine and Cattle,20634/4003,Ceftiofur,,POM-V,Suspension for injection,Antimicrobial,ml,50,3rd 4th cephalosporins,Injection,
562,Florinject 300 mg/ml Solution for Injection for Cattle and Pigs,20634/4007,Florfenicol,,POM-V,Solution for injection,Antimicrobial,ml,300,Amphenicols,Injection,
377,Medesedan 10 mg/ml Solution for Injection for Horses and Cattle,20916/4002,Detomidine Hydrochloride,,POM-V,Solution for injection,Neurological Agent sedative,,,,,
666,"Cortico Veyxin 10 mg/ml Suspension for Injection for Cattle, Horses, Dogs and Cats",27569/4007,Prednisolone Acetate,,POM-V,Suspension for injection,Anti Inflammatory corticosteroid,,,,,
553,Boflox 100 mg/ml Solution for Injection for Cattle and Pigs,36547/4002,Marbofloxacin,,POM-V,Solution for injection,Antimicrobial,ml,100,Fluoroquinolones,Injection,
121,Amoxypen LA 150 mg/ml Suspension for Injection,01708/4340,Amoxicillin,,POM-V,Suspension for injection,Antimicrobial,ml,150,Penicillins,Injection,
249,Mamyzin 269.5mg/ml Powder and Solvent for Suspension for Injection for Cattle,08327/4298,"Penethamate Hydriodide, micronised",,POM-V,Powder and solvent for suspension for injection,Antimicrobial,ml,200,Penicillins,Injection,
681,"Veteglan 0.075 mg/ml Solution for Injection for Cows, Sows and Mares",20634/4010,d-Cloprostenol,,POM-V,Solution for injection,Prostaglandin,,,,,
484,Enrodexil 100 mg/ml Solution for Injection for Cattle and Pigs,36547/4003,Enrofloxacin,,POM-V,Solution for injection,Antimicrobial,ml,100,Fluoroquinolones,Injection,
683,Coxicert 2.5 mg/ml Oral Suspension for Sheep and Cattle,08749/4084,Diclazuril,,POM-VPS,Oral suspension,Antiprotozoal anticoccidial,,,,,
1062,Cydectin TriclaMox 1 mg/ml + 50 mg/ml Oral Solution for Sheep,42058/3011,"Moxidectin, Triclabendazole",,POM-VPS,Oral solution,Endectocide,,,,,
1065,Startect Dual Active Oral Solution for Sheep,42058/5099,"Abamectin, Derquantel",,POM-VPS,Oral solution,Anthelmintic,,,,,
1094,"Dexafast 2 mg/ml Solution for Injection for Horses, Cattle, Pigs, Dogs and Cats",43173/3000,Dexamethasone,,POM-V,Solution for injection,Anti Inflammatory corticosteroid,,,,,
704,VIMCO Emulsion for Injection for Ewes and Female Goats,17533/4018,Staphylococcus aureus,,POM-V,Emulsion for injection,Inactivated Bacterial Vaccine,,,,,
737,"Inmeva, Suspension for Injection",17533/4019,"Chlamydophila abortus, Salmonella enterica",,POM-V,Suspension for injection,Inactivated Bacterial Vaccine,,,,,
1061,"Labiprofen 150 mg/ml Solution for Injection for Cattle, Pigs and Horses",32112/5000,Ketoprofen,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
520,PGF Veyx 0.0875 mg/ml Solution for Injection for Cattle and Pigs,27569/4001,Cloprostenol,,POM-V,Solution for injection,Prostaglandin,,,,,
589,Hypophysin LA 35 microgram/ml Solution for Injection for Cattle and Pigs,27569/4003,Carbetocin,,POM-V,Solution for injection,Hormone,,,,,
1066,Cydectin TriclaMox 5 mg/ml + 200 mg/ml Pour-on Solution for Cattle,42058/5112,"Moxidectin, Triclabendazole",,POM-VPS,Pour-on solution,Endectocide,,,,,
1068,"Dexafast 2 mg/ml Solution for Injection for Horses, Cattle, Pigs, Dogs and Cats",43173/5000,Dexamethasone,,POM-V,Solution for injection,Anti Inflammatory corticosteroid,,,,,
1070,"Loxicom 20 mg/ml Solution for Injection for Cattle, Pigs and Horses",EU/2/08/090/010-018,Meloxicam,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
1090,"Huvexxin 100 mg/ml Solution for Injection for Cattle, Pigs and Sheep",30282/5001,Tulathromycin,,POM-V,Solution for injection,Antimicrobial,,,,,
52,Neopen Suspension for Injection,01708/4204,"Neomycin, Procaine Benzylpenicillin",,POM-V,Suspension for injection,Antimicrobial,ml,214,Multiple actives,Injection,
137,Ovipast Plus,01708/4401,"Mannheimia haemolytica, Pasteurella trehalosi",,POM-VPS,Suspension for injection,Inactivated Bacterial Vaccine,,,,,
81,Dimazon 50 mg/ml Solution for Injection,01708/4406,Furosemide,,POM-V,Solution for injection,Cardio Vascular diuretic,,,,,
67,"2:1 Iodine Concentrate 1.50% w/v, Teat Dip or Spray Solution ",21357/4000,Available Iodine,,AVM-GSL,Teat dip/spray solution,Antiseptic,,,,,
210,"K Dip, 0.5% w/v, Teat Dip/Teat Spray Solution",21357/4014,Chlorhexidine Gluconate,,AVM-GSL,Teat dip/spray solution,Antiseptic,,,,,
83,"Ready to Use Chlorhexidine 0.5% w/v, Teat Dip or Spray Solution",21357/4017,Chlorhexidine Gluconate,,AVM-GSL,Teat dip/spray solution,Antiseptic,,,,,
448,"Rifen 100 mg/ml Solution for Injection for Horses, Cattle and Swine",22080/4001,Ketoprofen,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
539,Ketamidor 100 mg/ml Solution for Injection ,22080/4004,Ketamine,,POM-V,Solution for injection,Neurological Agent general anaesthetic,,,,,
615,Spasmium Comp. 500 mg/ml + 4 mg/ml Solution for Injection ,22080/4007,"Hyoscine Butylbromide, Metamizole sodium monohydrate",,POM-V,Solution for injection,Neurological Agent muscle relaxant,,,,,
730,Spasmipur 20 mg/ml Solution for Injection,22080/4014,Hyoscine Butylbromide,,POM-V,Solution for injection,Neurological Agent muscle relaxant,,,,,
390,"Animedazon Spray, 2.45 % w/w Cutaneous Spray Suspension for Cattle, Sheep and Pigs",24745/4002,Chlortetracycline Hydrochloride,,POM-V,"Cutaneous spray, solution",Antimicrobial,,,,,
423,"Genestran 75 micrograms/ml Solution for Injection for Cattle, Horses and Pigs",24745/4010,d-Cloprostenol,,POM-V,Solution for injection,Prostaglandin,,,,,
493,"Animeloxan 20 mg/ml Solution for Injection for Cattle, Pigs and Horses",24745/4015,Meloxicam,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
772,Bovilis Bovivac S,01708/4415,"Salmonella dublin, Salmonella typhimurium",,POM-V,Suspension for injection,Inactivated Bacterial Vaccine,,,,,
619,Procapen Injector 3g Intramammary Suspension for Cattle ,24745/4023,Procaine Benzylpenicillin,,POM-V,Intramammary suspension,Antimicrobial intramammary,items,1710,Penicillins,Intramammary lactating cow,
506,Enrotron 100 mg/ml Solution for Injection for Cattle and Pigs,24745/4028,Enrofloxacin,,POM-V,Solution for injection,Antimicrobial,ml,100,Fluoroquinolones,Injection,
240,Trivacton 6,08327/4106,"Bovine coronavirus, Bovine rotavirus, Escherichia coli",,POM-VPS,Suspension for injection,Inactivated Viral and Bacterial Vaccine,,,,,
320,Buscopan 20 mg/ml Solution for Injection for Horses and Calves,08327/4291,Hyoscine Butylbromide,,POM-V,Solution for injection,Neurological Agent muscle relaxant,,,,,
18,"4:1 Iodine Concentrate 2.5% w/v, Teat Dip or Spray Solution",21357/4018,Available Iodine,,AVM-GSL,Teat dip/spray solution,Antiseptic,,,,,
931,"Rifen 100 mg/ml Solution for Injection for Horses, Cattle and Pigs",22080/3000,Ketoprofen,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
708,Utertab 2000 mg Intrauterine Tablet for Cattle,24745/4025,Tetracycline Hydrochloride,,POM-V,Intrauterine tablet,Antimicrobial,items,1848.2,Tetracyclines,Intrauterine,
521,PGF Veyx Forte 0.250 mg/ml Solution for Injection for Cattle and Pigs,27569/4002,Cloprostenol,,POM-V,Solution for injection,Prostaglandin,,,,,
590,Hypophysin LA 70 microgram/ml Solution for Injection for Cattle and Pigs,27569/4004,Carbetocin,,POM-V,Solution for injection,Hormone,,,,,
608,"Gonavet Veyx 50 micrograms/ml Solution for Injection for Cattle, Pigs and Horses ",27569/4005,Gonadorelin[6-D-Phe],,POM-V,Solution for injection,Hormone sex,,,,,
934,DiarrVac RCE Emulsion for Injection for Cattle,27819/3000,"Bovine coronavirus, Bovine rotavirus, Escherichia coli",,POM-VPS,Emulsion for injection,Inactivated Viral and Bacterial Vaccine,,,,,
11,"Suredip 0.74% w/v Teat Dip/Teat Spray, Solution – Ready to Use",01808/4006,Chlorhexidine Gluconate,,AVM-GSL,Teat dip/spray solution,Antiseptic,,,,,
41,Noroclox DC 500 mg Intramammary Suspension,02000/4040,Cloxacillin,,POM-V,Intramammary suspension,Antimicrobial intramammary,items,500,Penicillins,Intramammary dry cow,
569,"Oestracton 52.4 Micrograms/ml Solution for Injection for Cattle, Horses, Pigs",08007/4150,Gonadorelin[6-D-Phe]acetate,,POM-V,Solution for injection,Hormone sex,,,,,
499,"Mycoflor, 300 mg/ml Solution for Injection for Cattle and Pigs",36967/4000,Florfenicol,,POM-V,Solution for injection,Antimicrobial,ml,300,Amphenicols,Injection,
556,Cefavex 50 mg/ml Suspension for Injection for Pigs and Cattle,36967/4002,Ceftiofur,,POM-V,Suspension for injection,Antimicrobial,ml,50,3rd 4th cephalosporins,Injection,
1063,Cydectin TriclaMox 5 mg/ml + 200 mg/ml Pour-on Solution for Cattle,42058/3012,"Moxidectin, Triclabendazole",,POM-VPS,Pour-on solution,Endectocide,,,,,
1069,Novem 5 mg/ml Solution for Injection for Cattle and Pigs,"EU/2/04/042/001-002,007-010",Meloxicam,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
1067,CIDR 1.38 g Vaginal Delivery System for Cattle,42058/5114,Progesterone,,POM-V,Vaginal delivery system,Hormone sex,,,,,
252,"Butox Swish, Pour-on Suspension 0.75% w/v",01708/4495,Deltamethrin,,POM-VPS,Pour-on suspension,Ectoparasiticide,,,,,
425,"Fenoflox 50 mg/ml Solution for Injection for Cattle, Pigs, Dogs and Cats",08749/4017,Enrofloxacin,,POM-V,Solution for injection,Antimicrobial,ml,50,Fluoroquinolones,Injection,
426,Fenoflox 100 mg/ml Solution for Injection for Cattle and Pigs,08749/4018,Enrofloxacin,,POM-V,Solution for injection,Antimicrobial,ml,100,Fluoroquinolones,Injection,
574,Flordofen 300 mg/ml Solution for Injection for Cattle and Pigs,28365/4007,Florfenicol,,POM-V,Solution for injection,Antimicrobial,ml,300,Amphenicols,Injection,
644,"Coldostin, 4800000 IU/g, Powder for Use in Drinking Water/Milk",28365/4010,Colistin Sulphate,,POM-V,Powder for use in drinking water/milk,Antimicrobial,g,240,Polymyxins,Oral Powder,
1072,Kexxtone 32.4g Continuous-Release Intraruminal Device for Cattle,EU/2/12/145/001-003,Monensin,,POM-V,Continuous-release intraruminal device,Gastrointestinal metabolic,,,,,
1073,"Meloxidolor 5 mg/ml solution for injection for dogs, cats, cattle and pigs","EU/2/13/148/001-003,008-009",Meloxicam,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
1074,"Meloxidolor 20 mg/ml solution for injection for cattle, pigs and horses","EU/2/13/148/004-005,010",Meloxicam,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
57,Supaverm Oral Suspension,00879/4181,"Closantel, Mebendazole",,POM-VPS,Oral suspension,Anthelmintic flukicide,,,,,
64,Bovilis Huskvac,01708/4328,Dictyocaulus viviparus,,POM-V,Oral suspension,Live Parasitic Vaccine,,,,,
136,Panacur 10% Oral Suspension,01708/4435,Fenbendazole,,POM-VPS,Oral suspension,Anthelmintic,,,,,
182,Cobactan 25 mg/ml Suspension for Injection,01708/4445,Cefquinome,,POM-V,Suspension for injection,Antimicrobial,ml,25,3rd 4th cephalosporins,Injection,
35,Finadyne 50 mg/ml Solution for Injection,01708/4582,Flunixin,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
177,"Ceporex 180 mg/ml Suspension for Injection for Cattle, Cats and Dogs",01708/4590,Cefalexin,,POM-V,Suspension for injection,Antimicrobial,ml,180,1st 2nd cephalosporins,Injection,
111,Buscopan Compositum Solution for Injection,08327/4292,"Hyoscine Butylbromide, Metamizole",,POM-V,Solution for injection,Neurological Agent muscle relaxant,,,,,
180,Leptavoid – H Suspension for Injection for Cattle,01708/4568,Leptospira hardjo,,POM-VPS,Suspension for injection,Inactivated Bacterial Vaccine,,,,,
927,Aftopur AlSap,08327/5002,Foot-and-mouth disease virus,,POM-V,Suspension for injection,Inactivated Viral Vaccine,,,,,
438,Milbotyl 300 mg/ml Solution for Injection,08749/4023,Tilmicosin,,POM-V,Solution for injection,Antimicrobial,ml,300,Macrolides,Injection,
79,Lambivac,01708/4509,"Clostridium perfringens, Clostridium tetani",,POM-VPS,Suspension for injection,Inactivated Bacterial Vaccine,,,,,
132,Enzovax ,01708/4523,Chlamydophila abortus,,POM-V,Lyophilisate for suspension for injection,Live Bacterial Vaccine,,,,,
181,Footvax,01708/4553,Dichelobacter nodosus,,POM-VPS,Emulsion for injection,Inactivated Bacterial Vaccine,,,,,
178,Cepravin Dry Cow 250 mg Intramammary Suspension,01708/4577,Cephalonium,,POM-V,Intramammary suspension,Antimicrobial intramammary,items,250,1st 2nd cephalosporins,Intramammary dry cow,
458,Animec 0.8mg/ml Oral Solution for Sheep,08749/4027,Ivermectin,,POM-VPS,Oral solution,Endectocide,,,,,
457,Chanimec 0.8 mg/ml Oral Solution for Sheep ,08749/4028,Ivermectin,,POM-VPS,Oral solution,Endectocide,,,,,
566,Vetrimoxin L.A. 150 mg/ml Suspension for Injection for Cattle and Pigs ,15052/4074,Amoxicillin,,POM-V,Suspension for injection,Antimicrobial,ml,150,Penicillins,Injection,
151,"Panacur Bolus 12 g, Continuous Release Intraruminal Device",01708/4447,Fenbendazole,,POM-VPS,Continuous-release intraruminal device,Anthelmintic,,,,,
162,Heptavac P Plus,01708/4468,"Clostridium chauvoei, Clostridium novyi, Clostridium perfringens, Clostridium septicum, Clostridium tetani, Mannheimia haemolytica, Pasteurella trehalosi",,POM-VPS,Suspension for injection,Inactivated Bacterial Vaccine,,,,,
664,Sensiblex 40 mg/ml Solution for Injection for Cattle ,27569/4006,Denaverine Hydrochloride,,POM-V,Solution for injection,Neurological Agent uterine relaxant,,,,,
526,"Dexa-ject 2 mg/ml Solution for Injection for Cattle, Horses, Pigs, Dogs and Cats",28365/4003,Dexamethasone,,POM-V,Solution for injection,Anti Inflammatory corticosteroid,,,,,
895,Zulvac BTV Suspension for Injection for Sheep and Cattle,42058/5091,Bluetongue virus,,POM-V,Suspension for injection,Inactivated Viral Vaccine,,,,,
1071,"Emdocam 20 mg/ml Solution for Injection for Cattle, Pigs and Horses",EU/2/11/128/001-003,Meloxicam,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
376,"Mastiplan LC, 300 mg/20 mg (Cefapirin/Prednisolone), Intramammary Suspension for Lactating Cows ",01708/4534,"Cefapirin, Prednisolone",,POM-V,Intramammary suspension,Antimicrobial intramammary; Anti Inflammatory,,,,,
143,"Receptal, 0.004 mg/ml Solution for Injection",01708/4438,Buserelin,,POM-V,Solution for injection,Hormone,,,,,
161,Cobactan MC Intramammary Suspension 75 mg Milking Cow,01708/4444,Cefquinome,,POM-V,Intramammary suspension,Antimicrobial intramammary,items,75,3rd 4th cephalosporins,Intramammary lactating cow,
265,Levacur SC 3% Oral Solution,01708/4488,"Cobalt, Levamisole Hydrochloride, Selenium",,POM-VPS,Oral solution,Anthelmintic,,,,,
839,Baytril 2.5% Oral Solution,00879/4117,Enrofloxacin,,POM-V,Oral solution,Antimicrobial,ml,25,Fluoroquinolones,Oral Solution,
603,"Doxx-Sol 500 mg/g Powder for Use in Drinking Water/Milk Replacer for Pre-ruminant Calves, Pigs and Chickens",30282/4022,Doxycycline Hyclate,,POM-V,Powder for use in drinking water/milk,Antimicrobial,g,433,Tetracyclines,Oral Powder,
345,"Chronogest CR, 20 mg Controlled Release Vaginal Sponge for Sheep",01708/4621,Flugestone Acetate,,POM-V,Vaginal sponge,Hormone sex,,,,,
719,Tilmovet 300 mg/ml Solution for Injection for Cattle and Sheep,30282/4041,Tilmicosin,,POM-V,Solution for injection,Antimicrobial,ml,300,Macrolides,Injection,
733,Parofor Crypto 140 000 IU/ml Oral Solution for Sheep and Goats,30282/4042,Paromomycin,,POM-V,Oral solution,Antimicrobial,ml,186.2,Aminoglycosides,Oral Solution,
747,Stenorol Crypto 0.5 mg/ml Oral Solution for Calves,30282/4044,Halofuginone,,POM-V,Oral solution,Antiprotozoal,,,,,
518,"CZV Bovine Tuberculin PPD, Solution for Injection",30824/4001,Mycobacterium bovis subsp. bovis,,POM-V,Solution for injection,Diagnostic Preparation,,,,,
838,Citramox L.A. 150 mg/ml Suspension for Injection for Cattle and Pigs,31223/4010,Amoxicillin,,POM-V,Suspension for injection,Antimicrobial,ml,150,Penicillins,Injection,
976,"Procactive 300 mg/ml Suspension for Injection for Cattle, Sheep and Pigs",31592/3000,Procaine Benzylpenicillin,,POM-V,Suspension for injection,Antimicrobial,ml,171,Penicillins,Injection,
433,Prellim 0.075 mg/ml Solution for Injection for Cattle and Pigs,31592/4001,d-Cloprostenol,,POM-V,Solution for injection,Prostaglandin,,,,,
739,Enzaprost Bovis 12.5 mg/ml Solution for Injection for Cattle ,15052/4152,Dinoprost,,POM-V,Solution for injection,Prostaglandin,,,,,
908,"Meloxidyl 20mg/ml Solution for Injection for Cattle, Pigs and Horses",15052/5013,Meloxicam,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
476,"Actionis 50 mg/ml, Suspension for Injection for Pigs and Cattle",31592/4004,Ceftiofur,,POM-V,Suspension for injection,Antimicrobial,,,,,
477,ACEGON 50 micrograms/ml Solution for Injection for Cattle,31592/4005,Gonadorelin,,POM-V,Solution for injection,Hormone sex,,,,,
545,Marbosyva 100 mg/ml Solution for Injection for Cattle and Pigs,31592/4006,Marbofloxacin,,POM-V,Solution for injection,Antimicrobial,ml,100,Fluoroquinolones,Injection,
937,"Troxxan 100 mg/ml Solution for Injection for Cattle, Pigs and Sheep",31592/4008,Tulathromycin,,POM-V,Solution for injection,Antimicrobial,ml,100,Macrolides,Injection,
885,Syvazul BTV Suspension for Injection for Sheep and Cattle,31592/5000,Bluetongue virus,,POM-V,Suspension for injection,Inactivated Viral Vaccine,,,,,
755,Moxidectin EU Pharmaceuticals 5 mg/ml Pour-on Solution for Cattle ,39787/4100,Moxidectin,,POM-VPS,Pour-on solution,Endectocide,,,,,
1064,CIDR 1.38 g Vaginal Delivery System for Cattle,42058/3014,Progesterone,,POM-V,Vaginal delivery system,Hormone sex,,,,,
186,Dysect Cattle Pour-On Solution 15 g/litre,42058/4054,Alpha-Cypermethrin,,POM-VPS,Pour-on solution,Ectoparasiticide,,,,,
399,Zermasect Sheep Pour-on Alphacypermethrin 12.5 g/l Pour-on Solution,42058/4168,Alpha-Cypermethrin,,POM-VPS,Pour-on solution,Ectoparasiticide,,,,,
930,"Tulaven 100 mg/ml Solution for Injection for Cattle, Pigs and Sheep",15052/5018,Tulathromycin,,POM-V,Solution for injection,Antimicrobial,ml,100,Macrolides,Injection,
605,Bovigen Scour Emulsion for Injection for Cattle,27819/4005,"Bovine coronavirus, Bovine rotavirus, Escherichia coli",,POM-VPS,Emulsion for injection,Inactivated Viral and Bacterial Vaccine,,,,,
935,DiarrVac RCE Emulsion for Injection for Cattle,27819/5000,"Bovine coronavirus, Bovine rotavirus, Escherichia coli",,POM-VPS,Emulsion for injection,Inactivated Viral and Bacterial Vaccine,,,,,
434,"Sodium Salicyl 800 mg/g, Powder for Oral Solution for Cattle (Calves) and Pigs",28365/4001,Sodium Salicylate,,POM-V,Powder for oral solution,Neurological Agent analgesic,,,,,
669,Distocur 34 mg/ml Oral Suspension for Cattle and Sheep,28365/4014,Oxyclozanide,,POM-VPS,Oral suspension,Anthelmintic flukicide,,,,,
1058,"Dexa-ject 2 mg/ml Solution for Injection for Cattle, Horses, Pigs, Dogs and Cats",28365/5003,Dexamethasone,,POM-V,Solution for injection,Anti Inflammatory corticosteroid,,,,,
698,"Gabbrovet 140 mg/ml Solution for Use in Drinking Water, Milk or Milk Replacer for Pre-ruminant Cattle and Pigs",15052/4142,Paromomycin Sulfate,,POM-V,Solution for use in drinking water/milk,Antimicrobial,,,,,
544,"Allevinix 50 mg/ml Solution for Injection for Cattle, Pigs and Horses",15052/4144,Flunixin,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
582,"Parofor 70 000 IU/g Powder for Use in Drinking Water, Milk or Milk Replacer for Pre-Ruminant Cattle and Pigs",30282/4020,Paromomycin,,POM-V,Powder for use in drinking water ,Antimicrobial,g,93.1,Aminoglycosides,Oral Powder,
833,"Tylovectin 200 Solution for Injection for Cattle, Goats and Pigs",30282/4045,Tylosin,,POM-V,Solution for injection,Antimicrobial,ml,200,Macrolides,Injection,
380,CZV Avian Tuberculin PPD,30824/4000,Mycobacterium avium subsp. avium,,POM-V,Solution for injection,Diagnostic Preparation,,,,,
667,Parofor Crypto 140 000 IU/ml Oral Solution for Pre-Ruminant Cattle,30282/4036,Paromomycin,,POM-V,Oral solution,Antimicrobial,ml,186.2,Aminoglycosides,Oral Solution,
75,Rycoben SC 2.50% w/v Oral Suspension for Sheep,00879/4010,Albendazole Oxide,,POM-VPS,Oral suspension,Anthelmintic,,,,,
97,Baytril 100 mg/ml Solution for Injection,00879/4116,Enrofloxacin,,POM-V,Solution for injection,Antimicrobial,ml,100,Fluoroquinolones,Injection,
527,Gudair Emulsion for Injection for Sheep and Goats,30824/4002,Mycobacterium paratuberculosis,,POM-V,Emulsion for injection,Inactivated Bacterial Vaccine,,,,,
884,Bluevac BTV Suspension for injection for cattle and sheep,30824/5001,Bluetongue virus,,POM-V,Suspension for injection,Inactivated Viral Vaccine,,,,,
837,Halofusol 0.5 mg/ml Oral Solution for Calves,31223/4009,Halofuginone,,POM-V,Oral solution,Antiprotozoal,,,,,
578,"Ceffect LC, 75 mg, Intramammary Ointment for Lactating Cows",34534/4006,Cefquinome,,POM-V,Intramammary ointment,Antimicrobial intramammary,items,75,3rd 4th cephalosporins,Intramammary lactating cow,
321,Combiclav Suspension for Injection,02000/4238,"Amoxicillin, Clavulanic Acid",,POM-V,Suspension for injection,Antimicrobial,ml,140,Penicillins,Injection,
208,Star Iodocare Concentrate Teat Dip and Teat Spray Solution 2.00% w/v,15985/4025,Available Iodine,,AVM-GSL,Teat dip/spray solution,Antiseptic,,,,,
384,MV Iodine (0.52% w/v) RTU Teat Dip and Teat Spray Solution,15985/4033,Iodine,,AVM-GSL,Teat dip/spray solution,Antiseptic,,,,,
470,Unisol 100 mg/ml Solution for Injection for Cattle and Pigs,32509/4005,Enrofloxacin,,POM-V,Solution for injection,Antimicrobial,ml,100,Fluoroquinolones,Injection,
844,"Labiprofen 150 mg/ml Solution for Injection for Cattle, Pigs and Horses",32112/4003,Ketoprofen,,POM-V,Solution for injection,Anti Inflammatory NSAID,,,,,
678,Fertigest 0.004 mg/ml Solution for Injection,32509/4023,Buserelin Acetate,,POM-V,Solution for injection,Hormone,,,,,
491,Linco-Sol 400 mg/g Powder for Use in Drinking Water for Pigs and Chickens,32823/4005,Lincomycin,,POM-V,Powder for use in drinking water ,Antimicrobial,g,400,Lincosamides,Oral Powder,
1085,Spasmipur 20 mg/ml Solution for Injection,57446/4012,Hyoscine Butylbromide,,POM-V,Solution for injection,Neurological Agent muscle relaxant,,,,,
116,Rompun 2% w/v Solution for Injection,00879/4159,Xylazine,,POM-V,Solution for injection,Neurological Agent sedative,,,,,
147,Lectade Plus Powder for Oral Solution,00879/4177,"Disodium Hydrogen Citrate, Glucose Monohydrate, Glycine, Potassium Citrate Monohydrate, Potassium Dihydrogen Phosphate, Sodium Chloride, Sodium Citrate Dihydrate ",,AVM-GSL,Powder for oral solution,Replacement Agent,,,,,
144,Dectomax 5 mg/ml Pour-on Solution for Cattle,00879/4201,Doramectin,,POM-VPS,Pour-on solution,Endectocide,,,,,
